L.2111747	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
L.2111748	Verleiding	803.N.010.C5 Letterbak 5	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
RMNH.RENA.48781	Verleiding	803.N.003.C Feesttaart	Gekko gecko	Toren		TOREN	FALSE									Gekko gecko		TOREN	FALSE																							
L.2111750	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
L.2111751	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
ZMA.ECH.E.4954	Verleiding	803.N.003.C Feesttaart	Gracilechinus acutus	Toren		TOREN	FALSE									Gracilechinus acutus		TOREN	FALSE																							
ZMA.ECH.E.7926	Verleiding	803.N.003.C Feesttaart	Gracilechinus acutus	Toren		TOREN	FALSE									Gracilechinus acutus		TOREN	FALSE																							
L.2111754	Verleiding	803.N.010.C8 Letterbak 8	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
L.2111755	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
L.2111756	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
L.2111757	Verleiding	803.N.010.C8 Letterbak 8	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
L.2111758	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
L.2111760	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
ZMA.MAM.28865	Verleiding	803.N.003.C Feesttaart	Strepcicerius strepcerius	Toren		TOREN	FALSE									Strepcicerius strepcerius		TOREN	FALSE																							
ZMA.MOLL.345905	Verleiding	803.N.003.C Feesttaart	Tridacna gigas	Vondellaan		Vondellaan	FALSE									Tridacna gigas		Vondellaan	FALSE																							
ZMA.MOLL.78189	Verleiding	803.N.003.C Feesttaart	Syrinx aruanus	Toren		TOREN	FALSE									Syrinx aruanus		TOREN	FALSE																							
ZMA.MOLL.78190	Verleiding	803.N.003.C Feesttaart	Syrinx aruanus	Toren		TOREN	FALSE									Syrinx aruanus		TOREN	FALSE																							
ZMA.MOLL.78192	Verleiding	803.N.003.C Feesttaart	Syrinx aruanus	Toren		TOREN	FALSE									Syrinx aruanus		TOREN	FALSE																							
L.2111769	Verleiding	803.N.010.C8 Letterbak 8	tba	Draadbaan			FALSE									tba			FALSE																							
L.2111770	Verleiding	803.N.010.C8 Letterbak 8	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111771	Verleiding	803.N.010.C5 Letterbak 5	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111773	Verleiding	803.N.010.C8 Letterbak 8	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111774	Verleiding	803.N.010.C9 Open stukken	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111775	Verleiding	803.N.010.C8 Letterbak 8	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
ZMA.MOLL.78194	Verleiding	803.N.003.C Feesttaart	Syrinx aruanus	Toren		TOREN	FALSE									Syrinx aruanus		TOREN	FALSE																							
ZMA.MOLL.78195	Verleiding	803.N.003.C Feesttaart	Syrinx aruanus	Toren		TOREN	FALSE									Syrinx aruanus		TOREN	FALSE																							
ZMA.MOLL.78196	Verleiding	803.N.003.C Feesttaart	Syrinx aruanus	Toren		TOREN	FALSE									Syrinx aruanus		TOREN	FALSE																							
L.2111779	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111780	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111781	Verleiding	803.N.010.C5 Letterbak 5	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111782	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111783	Verleiding	803.N.010.C7 Letterbak 7	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111785	Verleiding	803.N.010.C9 Open stukken	tba	Draadbaan		05.08.1	FALSE									tba		05.08.1	FALSE																							
L.2111812	Verleiding	803.N.010.C3 Letterbak 3	tba	Draadbaan			FALSE									tba			FALSE																							
L.2111818	Dood	808.C.03.A	Trametes gibbosa	Draadbaan	Draadbaan		FALSE																				Trametes gibbosa	Draadbaan		FALSE												
L.2111819	Verleiding	803.N.010.C8 Letterbak 8	tba	Draadbaan			FALSE									tba			FALSE																							
L.2111865	Verleiding	803.N.010.C9 Open stukken	tba	Onbekend			FALSE									tba			FALSE																							
L.2111866	Verleiding	803.N.010.C5 Letterbak 5	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111868	Verleiding	803.N.010.C8 Letterbak 8	Peter Lina	Draadbaan		05.12.1	FALSE									Peter Lina		05.12.1	FALSE																							
L.2111869	Verleiding	803.N.010.C8 Letterbak 8	Brachychiton	Draadbaan		05.12.1	FALSE									Brachychiton		05.12.1	FALSE																							
ZMA.MOLL.78198	Verleiding	803.N.003.C Feesttaart	Syrinx aruanus	Toren		TOREN	FALSE									Syrinx aruanus		TOREN	FALSE																							
RMNH.MAM.60508	Verleiding	803.N.004.E Fotoalbum	Halichoerus grypus	Onbekend			FALSE									Halichoerus grypus			FALSE																							
RMNH.RENA.2248	Verleiding	803.N.005.C1 Pappa’s	Alytes obstetricans	Toren		Toren	FALSE									Alytes obstetricans		Toren	FALSE																							
RMNH.ARA.18227	Verleiding	803.N.005.C2 Mamma’s	Amaurobius similis	Onbekend			FALSE									Amaurobius similis			FALSE																							
L.2111874	Verleiding	803.N.010.C5 Letterbak 5	Swietenia macrophylla	Draadbaan		05.12.1	FALSE									Swietenia macrophylla		05.12.1	FALSE																							
RMNH.MOL.111081	Verleiding	803.N.005.C2 Mamma’s	Octopus macropus 	Toren		Toren	FALSE									Octopus macropus 		Toren	FALSE																							
RMNH.PISC.75188	Verleiding	803.N.005.C2 Mamma’s	Haplochromis macrognathus	Toren		TOREN	FALSE									Haplochromis macrognathus		TOREN	FALSE																							
L.2111878	Verleiding	803.N.010.C8 Letterbak 8	Palmoe / Arecaceae	Draadbaan		05.12.1	FALSE									Palmoe / Arecaceae		05.12.1	FALSE																							
L.2111879	Verleiding	803.N.010.C7 Letterbak 7	Leucadendron platyspermum	Draadbaan		05.12.1	FALSE									Leucadendron platyspermum		05.12.1	FALSE																							
L.2111882	Verleiding	803.N.010.C9 Open stukken	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111883	Verleiding	803.N.010.C9 Open stukken	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111888	Verleiding	803.N.010.C8 Letterbak 8	Alnus glatinosa	Draadbaan		05.12.1	FALSE									Alnus glatinosa		05.12.1	FALSE																							
L.2111889	Verleiding	803.N.010.C5 Letterbak 5	pinus nigris	Draadbaan			FALSE									pinus nigris			FALSE																							
L.2111890	Verleiding	803.N.010.C7 Letterbak 7	Meliaceae	Draadbaan		05.12.1	FALSE									Meliaceae		05.12.1	FALSE																							
RMNH.PISC.78407	Verleiding	803.N.005.C2 Mamma’s	Haplochromis nyererei	Toren		TOREN	FALSE									Haplochromis nyererei		TOREN	FALSE																							
RMNH.RENA.47840	Verleiding	803.N.005.C2 Mamma’s	Gymnophiona spec.	Toren		Toren	FALSE									Gymnophiona spec.		Toren	FALSE																							
L.2111893	Verleiding	803.N.010.C7 Letterbak 7	Carpinus betalus	Draadbaan		05.12.1	FALSE									Carpinus betalus		05.12.1	FALSE																							
RMNH.RENA.48759	Verleiding	803.N.005.C2 Mamma’s	Caiman crocodilus	Draadbaan		06.02.2	FALSE									Caiman crocodilus		06.02.2	FALSE																							
L.2111895	Verleiding	803.N.010.C5 Letterbak 5	Proteaceae	Draadbaan		05.12.1	FALSE									Proteaceae		05.12.1	FALSE																							
L.111703	Verleiding	803.N.005.C3 Niemand!	Vanilla planifolia	Onbekend			FALSE									Vanilla planifolia			FALSE																							
RMNH.INS.1089810	Verleiding	803.N.005.C3 Niemand!	Siphlonurus armatus	Onbekend			FALSE									Siphlonurus armatus			FALSE																							
RMNH.RENA.41367	Verleiding	803.N.005.C3 Niemand!	Rhinella marina	Toren		TOREN, 19L	FALSE									Rhinella marina		TOREN, 19L	FALSE																							
RMNH.RENA.41368	Verleiding	803.N.005.C3 Niemand!	Rhinella marina	Toren		TOREN, 19L	FALSE									Rhinella marina		TOREN, 19L	FALSE																							
L.2111940	Verleiding	803.N.010.C3 Letterbak 3	tba	Draadbaan		Draadbaan	FALSE									tba		Draadbaan	FALSE																							
L.2111943	Verleiding	803.N.010.C1 Letterbak 1	tba	Draadbaan		Draadbaan	FALSE									tba		Draadbaan	FALSE																							
RMNH.RENA.41369	Verleiding	803.N.005.C3 Niemand!	Rhinella marina	Toren		TOREN, 19L	FALSE									Rhinella marina		TOREN, 19L	FALSE																							
RMNH.RENA.41370	Verleiding	803.N.005.C3 Niemand!	Rhinella marina	Toren		TOREN, 19L	FALSE									Rhinella marina		TOREN, 19L	FALSE																							
RMNH.RENA.41371	Verleiding	803.N.005.C3 Niemand!	Rhinella marina	Toren		TOREN, 19L	FALSE									Rhinella marina		TOREN, 19L	FALSE																							
RMNH.RENA.41372	Verleiding	803.N.005.C3 Niemand!	Rhinella marina	Toren		TOREN, 19L	FALSE									Rhinella marina		TOREN, 19L	FALSE																							
RMNH.RENA.41373	Verleiding	803.N.005.C3 Niemand!	Rhinella marina	Toren		TOREN, 19L	FALSE									Rhinella marina		TOREN, 19L	FALSE																							
RMNH.ARA.2305	Verleiding	803.N.006.C1 Nestje kijken	Latrodectus mactans	Toren		TOREN, 18 L	FALSE									Latrodectus mactans		TOREN, 18 L	FALSE																							
RMNH.AVES.257938	Verleiding	803.N.006.C1 Nestje kijken	Ciconia ciconia	Draadbaan		GF-TT	FALSE									Ciconia ciconia		GF-TT	FALSE																							
RMNH.AVES.257939	Verleiding	803.N.006.C2 Waternesten	Fulica atra	Draadbaan		05.10.1	FALSE									Fulica atra		05.10.1	FALSE																							
RMNH.PISC.38588	Verleiding	803.N.006.C2 Waternesten	Gasterosteus aculeatus	Draadbaan		05.10.2	FALSE									Gasterosteus aculeatus		05.10.2	FALSE																							
RMNH.PISC.38589	Verleiding	803.N.006.C2 Waternesten	Gasterosteus aculeatus	Draadbaan		05.10.2	FALSE									Gasterosteus aculeatus		05.10.2	FALSE																							
RMNH.PISC.38641	Verleiding	803.N.006.C2 Waternesten	Macropodus opercularis	Draadbaan		05.10.2	FALSE									Macropodus opercularis		05.10.2	FALSE																							
RMNH.RENA.48780	Verleiding	803.N.006.C2 Waternesten	Chelonia mydas	Draadbaan		05.10.2	FALSE									Chelonia mydas		05.10.2	FALSE																							
tba.803.002	Verleiding	803.N.006.C3 Landnesten	tba	Onbekend			FALSE									tba			FALSE																							
tba.803.003	Verleiding	803.N.006.C3 Landnesten	tba	Onbekend			FALSE									tba			FALSE																							
RMNH.PISC.38463	Verleiding	803.N.007.C3 Etagere 3	Salmo salar	Toren		TOREN	FALSE									Salmo salar		TOREN	FALSE																							
RMNH.RENA.48710	Verleiding	803.N.007.C3 Etagere 3	Anura spec.	Biopartner		Biopartner	FALSE									Anura spec.		Biopartner	FALSE																							
RMNH.RENA.48779	Verleiding	803.N.007.C3 Etagere 3	Bufonidae spec.	Onbekend			FALSE									Bufonidae spec.			FALSE																							
ZMA.PISC.111.074	Verleiding	803.N.007.C3 Etagere 3	Salmo salar	Toren		TOREN	FALSE									Salmo salar		TOREN	FALSE																							
ZMA.PISC.134.809	Verleiding	803.N.007.C3 Etagere 3	Salmo salar	Toren		TOREN	FALSE									Salmo salar		TOREN	FALSE																							
RMNH.INS.1104786	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Vondellaan		Vondellaan, Luc	FALSE									Mantis religiosa		Vondellaan, Luc	FALSE																							
RMNH.INS.1104787	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Vondellaan		Vondellaan, Luc	FALSE									Mantis religiosa		Vondellaan, Luc	FALSE																							
RMNH.INS.1104788	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Vondellaan		Vondellaan, Luc	FALSE									Mantis religiosa		Vondellaan, Luc	FALSE																							
RMNH.INS.1104789	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Vondellaan		Vondellaan, Luc	FALSE									Mantis religiosa		Vondellaan, Luc	FALSE																							
RMNH.INS.1104790	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Vondellaan		Vondellaan, Luc	FALSE									Mantis religiosa		Vondellaan, Luc	FALSE																							
L.3978150	Verleiding	803.N.010.C8 Letterbak 8	Senna 	Draadbaan		05.12.1	FALSE									Senna 		05.12.1	FALSE																							
RMNH.INS.1104791	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Vondellaan		Vondellaan, Luc	FALSE									Mantis religiosa		Vondellaan, Luc	FALSE																							
ZMA.INS.964438	Verleiding	803.N.007.C5 Etagere 4	Macrothylacia rubi	Vondellaan		Vondellaan, Rob	FALSE									Macrothylacia rubi		Vondellaan, Rob	FALSE																							
L.3978153	Verleiding	803.N.010.C9 Open stukken	Delonix regia (Hook.) Raf.	Draadbaan		05.12.1	FALSE									Delonix regia (Hook.) Raf.		05.12.1	FALSE																							
RMNH.MOL.126825	Verleiding	803.N.007.C6 Etagere 5	Pomacea sp	Toren		TOREN	FALSE									Pomacea sp		TOREN	FALSE																							
RMNH.MOL.1283	Verleiding	803.N.007.C6 Etagere 5	Loligo vulgaris	Toren		TOREN	FALSE									Loligo vulgaris		TOREN	FALSE																							
ZMA.MOLL.127243	Verleiding	803.N.007.C6 Etagere 5	Neptunea antiqua	Vondellaan		Vondellaan	FALSE									Neptunea antiqua		Vondellaan	FALSE																							
ZMA.MOLL.420124	Verleiding	803.N.007.C6 Etagere 5	Pila ampullacea	Toren		TOREN	FALSE									Pila ampullacea		TOREN	FALSE																							
L.2111969	Verleiding	803.N.010.C1 Letterbak 1	tba	Draadbaan		Draadbaan	FALSE									tba		Draadbaan	FALSE																							
L.2111972	Verleiding	803.N.010.C1 Letterbak 1	tba	Draadbaan			FALSE									tba			FALSE																							
L.2111998	Verleiding	803.N.010.C1 Letterbak 1	tba	Draadbaan		Draadbaan	FALSE									tba		Draadbaan	FALSE																							
L.2112001	Verleiding	803.N.010.C1 Letterbak 1	tba	Draadbaan		Draadbaan	FALSE									tba		Draadbaan	FALSE																							
L.3978129	Verleiding	803.N.010.C1 Letterbak 1	Durio zibethinus	Draadbaan		05.11.3	FALSE									Durio zibethinus		05.11.3	FALSE																							
L.3978131	Verleiding	803.N.010.C1 Letterbak 1	Juglans nigra	Draadbaan		05.11.3	FALSE									Juglans nigra		05.11.3	FALSE																							
L.3978145	Verleiding	803.N.010.C1 Letterbak 1	Leucaena leucocephala 	Draadbaan		05.11.3	FALSE									Leucaena leucocephala 		05.11.3	FALSE																							
L.3980530	Dood	808.P.007	tba	Draadbaan	Draadbaan	04.08.3	TRUE																				tba	Draadbaan	04.08.3	TRUE												
L.4270689	Dood	808.P.013	Taraxacum officinale	Draadbaan	Draadbaan	04.07.1	FALSE																				Taraxacum officinale	Draadbaan	04.07.1	FALSE												
tba.803.004	Verleiding	803.N.010.C1 Letterbak 1	tba	Draadbaan		05.11.2	FALSE									tba		05.11.2	FALSE																							
tba.803.005	Verleiding	803.N.010.C1 Letterbak 1	tba	Draadbaan			FALSE									tba			FALSE																							
L.4323003	Verleiding	803.V.002.C Etalage Opvallen	Delphinium sp.	Draadbaan		06.06.1	FALSE									Delphinium sp.		06.06.1	FALSE																							
L.4323004	Verleiding	803.V.002.C Etalage Opvallen	Delphinium sp.	Draadbaan		06.06.1	FALSE									Delphinium sp.		06.06.1	FALSE																							
L.4323005	Verleiding	803.V.002.C Etalage Opvallen	Delphinium sp.	Draadbaan		06.06.1	FALSE									Delphinium sp.		06.06.1	FALSE																							
L.4323006	Verleiding	803.V.001.C Etalage Geur	Brugmansia	Draadbaan		06.04.2	FALSE									Brugmansia		06.04.2	FALSE																							
L.4323007	Verleiding	803.V.002.C Etalage Opvallen	Paphiopedilum rothschildianum	Draadbaan		06.06.1	FALSE									Paphiopedilum rothschildianum		06.06.1	FALSE																							
L.4323008	Verleiding	803.V.002.C Etalage Opvallen	Paphiopedilum rothschildianum	Draadbaan		06.06.1	FALSE									Paphiopedilum rothschildianum		06.06.1	FALSE																							
tba.803.006	Verleiding	803.N.010.C1 Letterbak 1	tba	Draadbaan		05.11.2	FALSE									tba		05.11.2	FALSE																							
tba.803.007	Verleiding	803.N.010.C1 Letterbak 1	tba	Draadbaan		05.11.2	FALSE									tba		05.11.2	FALSE																							
L.4323012	Verleiding	803.V.002.C Etalage Opvallen	Phalaenopsis	Draadbaan		06.06.1	FALSE									Phalaenopsis		06.06.1	FALSE																							
L.4323013	Verleiding	803.V.002.C Etalage Opvallen	Phalaenopsis	Draadbaan		06.06.1	FALSE									Phalaenopsis		06.06.1	FALSE																							
L.2111776	Verleiding	803.N.010.C2 Letterbak 2	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111778	Verleiding	803.N.010.C2 Letterbak 2	Abrus precatorius	Draadbaan		05.12.1	FALSE									Abrus precatorius		05.12.1	FALSE																							
L.4323016	Verleiding	803.N.010.C9 Open stukken	Papaver	Draadbaan		05.07.2	FALSE									Papaver		05.07.2	FALSE																							
L.2111872	Verleiding	803.N.010.C2 Letterbak 2	tba	Draadbaan		05.12.1	FALSE									tba		05.12.1	FALSE																							
L.2111876	Verleiding	803.N.010.C2 Letterbak 2	Terminalia arjuna	Draadbaan		05.12.1	FALSE									Terminalia arjuna		05.12.1	FALSE																							
L.2111891	Verleiding	803.N.010.C2 Letterbak 2	Milletia cf Manni	Draadbaan		05.12.1	FALSE									Milletia cf Manni		05.12.1	FALSE																							
L.2111896	Verleiding	803.N.010.C2 Letterbak 2	Prunus dulcis	Draadbaan		05.12.1	FALSE									Prunus dulcis		05.12.1	FALSE																							
L.2111970	Verleiding	803.N.010.C2 Letterbak 2	tba	Draadbaan		Draadbaan	FALSE									tba		Draadbaan	FALSE																							
L.4323025	Verleiding	803.V.001.C Etalage Geur	Magnolia spec.	Draadbaan		06.03.1	FALSE									Magnolia spec.		06.03.1	FALSE																							
L.4323026	Verleiding	803.V.001.C Etalage Geur	Magnolia spec.	Draadbaan		06.03.1	FALSE									Magnolia spec.		06.03.1	FALSE																							
L.4323027	Verleiding	803.V.001.C Etalage Geur	Magnolia spec.	Draadbaan		06.03.1	FALSE									Magnolia spec.		06.03.1	FALSE																							
L.4323028	Verleiding	803.V.001.C Etalage Geur	Magnolia spec.	Draadbaan		06.03.1	FALSE									Magnolia spec.		06.03.1	FALSE																							
