RMNH.RENA.48622	Ontmoeting	802.L.001.001.04 Kikkers ea	Rhacophorus nigropalmatus	Zwartvoetboomkikker	Draadbaan	Draadbaan	12.13.1		TRUE						Rhacophorus nigropalmatus	Zwartvoetboomkikker	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48623	Ontmoeting	802.L.001.001.04 Kikkers ea	Rhacophorus nigropalmatus	Zwartvoetboomkikker	Draadbaan	Draadbaan	12.13.1		TRUE						Rhacophorus nigropalmatus	Zwartvoetboomkikker	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48624	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Testudo graeca	Moorse landschildpad	Draadbaan	Draadbaan	10.08.3		TRUE						Testudo graeca	Moorse landschildpad	Draadbaan	10.08.3	TRUE																																						
RMNH.RENA.48625	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Vipera berus	Adder	Draadbaan	Draadbaan	12.08.3		TRUE						Vipera berus	Adder	Draadbaan	12.08.3	TRUE																																						
RMNH.RENA.48626	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Ameiva ameiva	Gewone ameiva	Draadbaan	Draadbaan	10.08.3		TRUE						Ameiva ameiva	Gewone ameiva	Draadbaan	10.08.3	TRUE																																						
RMNH.RENA.48627	LiveScience	tba	Dermochelys coriacea	lederschildpad	Draadbaan	Draadbaan	left hand side (~L14)		FALSE	Dermochelys coriacea	lederschildpad	Draadbaan	left hand side (~L14)	FALSE																																											
RMNH.RENA.48628	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Geochelone gigantea	Seychellenreuzenschildpad	Draadbaan	Draadbaan	12.10.2		TRUE						Geochelone gigantea	Seychellenreuzenschildpad	Draadbaan	12.10.2	TRUE																																						
RMNH.RENA.48629	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Vipera berus	Adder	Draadbaan	Draadbaan	12.08.3		TRUE						Vipera berus	Adder	Draadbaan	12.08.3	TRUE																																						
RMNH.RENA.48630	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Testudo sulcata	Landschildpad	Draadbaan	Draadbaan	10.08.3		TRUE						Testudo sulcata	Landschildpad	Draadbaan	10.08.3	TRUE																																						
RMNH.RENA.48632	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Sphenodon punctatus	Tuatara	Draadbaan	Draadbaan	12.08.2		TRUE						Sphenodon punctatus	Tuatara	Draadbaan	12.08.2	TRUE																																						
RMNH.RENA.48634	Verleiding	803.V.002.C Etalage Opvallen	Chamaeleo africanus	kameleon	Draadbaan		06.05.3		TRUE											Chamaeleo africanus	kameleon		06.05.3	TRUE																																	
RMNH.RENA.48637	Verleiding	803.N.007.C3 Etagere 3	Python regius	koningspython	Draadbaan		05.01.2		TRUE											Python regius	koningspython		05.01.2	TRUE																																	
RMNH.RENA.48638	Ontmoeting	802.W.003 LANGZAME ZWEMMER	Eretmochelys imbricata	Echte karetschildpad	Draadbaan	Draadbaan	11.02.1		TRUE						Eretmochelys imbricata	Echte karetschildpad	Draadbaan	11.02.1	TRUE																																						
RMNH.RENA.48639	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Platysaurus sp.	Rotshagedis	Draadbaan	Draadbaan	12.08.2		TRUE						Platysaurus sp.	Rotshagedis	Draadbaan	12.08.2	TRUE																																						
RMNH.RENA.48641	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Iguana iguana	Groene leguaan	Draadbaan	Draadbaan	12.08.2		TRUE						Iguana iguana	Groene leguaan	Draadbaan	12.08.2	TRUE																																						
RMNH.RENA.48642	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Testudo graeca	Moorse landschildpad	Draadbaan	Draadbaan	10.08.3		TRUE						Testudo graeca	Moorse landschildpad	Draadbaan	10.08.3	TRUE																																						
RMNH.RENA.48643	Ontmoeting	802.E.02 Skeletten Land	Testudo graeca	Moorse landschildpad	Draadbaan	Draadbaan	09.14.3		TRUE						Testudo graeca	Moorse landschildpad	Draadbaan	09.14.3	TRUE																																						
RMNH.RENA.48644	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Ameiva ameiva	Gewone ameiva	Draadbaan	Draadbaan	10.08.3		TRUE						Ameiva ameiva	Gewone ameiva	Draadbaan	10.08.3	TRUE																																						
RMNH.RENA.48645	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Iguana iguana	Groene leguaan	Draadbaan	Draadbaan	12.08.2		TRUE						Iguana iguana	Groene leguaan	Draadbaan	12.08.2	TRUE																																						
RMNH.RENA.48646	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Amphisbaena fuliginosa	Gevlekte wormhagedis	Draadbaan	Draadbaan	10.08.3		TRUE						Amphisbaena fuliginosa	Gevlekte wormhagedis	Draadbaan	10.08.3	TRUE																																						
RMNH.RENA.48647	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Amphisbaena fuliginosa	Gevlekte wormhagedis (afgietsel)	Draadbaan	Draadbaan	10.08.3		TRUE						Amphisbaena fuliginosa	Gevlekte wormhagedis (afgietsel)	Draadbaan	10.08.3	TRUE																																						
RMNH.RENA.48648	Ontmoeting	802.E.02 Skeletten Land	Vipera berus	Adder	Draadbaan	Draadbaan	09.14.3		TRUE						Vipera berus	Adder	Draadbaan	09.14.3	TRUE																																						
RMNH.RENA.48649	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Uroplatus fimbriatus	Madagascar-platstaartgekko (afgietsel)	Draadbaan	Draadbaan	12.08.2		TRUE						Uroplatus fimbriatus	Madagascar-platstaartgekko (afgietsel)	Draadbaan	12.08.2	TRUE																																						
RMNH.RENA.48650	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Cordylus giganteus	Reuzengordelstaart (afgietsel)	Draadbaan	Draadbaan	12.08.2		TRUE						Cordylus giganteus	Reuzengordelstaart (afgietsel)	Draadbaan	12.08.2	TRUE																																						
RMNH.RENA.48651	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Lacerta viridis	Smaragdhagedis	Draadbaan	Draadbaan	12.08.2		TRUE						Lacerta viridis	Smaragdhagedis	Draadbaan	12.08.2	TRUE																																						
RMNH.RENA.48653	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Uromastix hardwickii	Indische doornstaartagame (afgietsel)	Draadbaan	Draadbaan	12.08.2		TRUE						Uromastix hardwickii	Indische doornstaartagame (afgietsel)	Draadbaan	12.08.2	TRUE																																						
RMNH.RENA.48654	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Vipera berus	Adder (afgietsel)	Draadbaan	Draadbaan	12.08.3		TRUE						Vipera berus	Adder (afgietsel)	Draadbaan	12.08.3	TRUE																																						
RMNH.RENA.48655	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Naja naja	Gewone brilslang (afgietsel)	Draadbaan	Draadbaan	12.08.3		TRUE						Naja naja	Gewone brilslang (afgietsel)	Draadbaan	12.08.3	TRUE																																						
RMNH.RENA.48656	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Crotalus atrox	Texaanse diamantratelslang	Draadbaan	Draadbaan	12.09.2		TRUE						Crotalus atrox	Texaanse diamantratelslang	Draadbaan	12.09.2	TRUE																																						
RMNH.RENA.48658	Verleiding	803.V.006.C Etalage Geluid	Lithobates catesbeianus	brulkikker	Draadbaan		06.09.3		TRUE											Lithobates catesbeianus	brulkikker		06.09.3	TRUE																																	
RMNH.RENA.48659	Ontmoeting	802.W.004.03 Ondiep / zoet	Andrias davidianus	Chinese reuzensalamander (afgietsel)	Draadbaan	Draadbaan	11.03.3		TRUE						Andrias davidianus	Chinese reuzensalamander (afgietsel)	Draadbaan	11.03.3	TRUE																																						
RMNH.RENA.48660	Ontmoeting	802.L.001.001.03 Getijdenzone - land / zeekrokodil	Crocodylus niloticus	Nijlkrokodil (afgietsel)	Draadbaan	Draadbaan	L.21		TRUE						Crocodylus niloticus	Nijlkrokodil (afgietsel)	Draadbaan	L.21	TRUE																																						
RMNH.RENA.48661	Ontmoeting	802.L.001.001.04 Kikkers ea	Rana temporaria	Bruine kikker (afgietsel)	Draadbaan	Draadbaan	12.13.1		TRUE						Rana temporaria	Bruine kikker (afgietsel)	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48662	Ontmoeting	802.L.001.001.04 Kikkers ea	Pseudotriton montanus	Moddersalamander (afgietsel)	Draadbaan	Draadbaan	12.13.1		TRUE						Pseudotriton montanus	Moddersalamander (afgietsel)	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48663	Ontmoeting	802.L.001.006.01 Laag 2 - Berg / katten	Daboia russelli	Russells adder (afgietsel)	Draadbaan	Draadbaan	10.07.2		TRUE						Daboia russelli	Russells adder (afgietsel)	Draadbaan	10.07.2	TRUE																																						
RMNH.RENA.48664	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Terrapene carolina	Doosschildpad	Draadbaan	Draadbaan	10.08.3		TRUE						Terrapene carolina	Doosschildpad	Draadbaan	10.08.3	TRUE																																						
RMNH.RENA.48666	Ontmoeting	802.L.001.001.04 Kikkers ea	Bufo terrestris	Zuidelijke pad (afgietsel)	Draadbaan	Draadbaan	12.13.1		TRUE						Bufo terrestris	Zuidelijke pad (afgietsel)	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48667	Ontmoeting	802.L.001.001.04 Kikkers ea	Bufo bufo	Gewone pad (afgietsel)	Draadbaan	Draadbaan	12.13.1		TRUE						Bufo bufo	Gewone pad (afgietsel)	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48669	Verleiding	803.V.006.C Etalage Geluid	Hyla versicolor	Grijze boomkikker	Draadbaan		06.09.3		TRUE											Hyla versicolor	Grijze boomkikker		06.09.3	TRUE																																	
RMNH.RENA.48670	Ontmoeting	802.L.001.001.04 Kikkers ea	Dendrobates tinctorius	Vergifkikker (afgietsel)	Draadbaan	Draadbaan	12.13.1		TRUE						Dendrobates tinctorius	Vergifkikker (afgietsel)	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48671	Ontmoeting	802.L.001.001.04 Kikkers ea	Dendrobates tinctorius	Vergifkikker (afgietsel)	Draadbaan	Draadbaan	12.13.1		TRUE						Dendrobates tinctorius	Vergifkikker (afgietsel)	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48672	Ontmoeting	802.L.001.001.04 Kikkers ea	Dendrobates lehmanni	Lehmanns gifkikker (afgietsel)	Draadbaan	Draadbaan	12.13.1		TRUE						Dendrobates lehmanni	Lehmanns gifkikker (afgietsel)	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48673	Ontmoeting	802.L.001.001.04 Kikkers ea	Dendrobates auratus	Gouden gifkikker (afgietsel)	Draadbaan	Draadbaan	12.13.1		TRUE						Dendrobates auratus	Gouden gifkikker (afgietsel)	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48674	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Ctenosaura similis	Zwarte leguaan (afgietsel)	Draadbaan	Draadbaan	12.08.2		TRUE						Ctenosaura similis	Zwarte leguaan (afgietsel)	Draadbaan	12.08.2	TRUE																																						
RMNH.RENA.48675	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Crotalus viridis	Diamantratelslang	Draadbaan	Draadbaan	12.08.3		TRUE						Crotalus viridis	Diamantratelslang	Draadbaan	12.08.3	TRUE																																						
RMNH.RENA.48691	Ontmoeting	802.W.004.02 Ondiep / kust / getijdenzone water	Dermochelys coriacea	Lederschildpad (model ZMA)	Draadbaan	Draadbaan	L.23		FALSE						Dermochelys coriacea	Lederschildpad (model ZMA)	Draadbaan	L.23	FALSE																																						
RMNH.RENA.48692	Verleiding	Ouderdieren	Chelonia mydas	Volwassen schildpad	Draadbaan		05.04.1		TRUE											Chelonia mydas	Volwassen schildpad		05.04.1	TRUE																																	
RMNH.RENA.48693	Verleiding	803.N.006.C2 Waternesten	Chelonia mydas	Schildpad zelf	Draadbaan		05.10.2		TRUE											Chelonia mydas	Schildpad zelf		05.10.2	TRUE																																	
RMNH.RENA.48694	Dood	808.G.22	Cayman yacare	Yacarekaaiman	Museum	Draadbaan	03.09.2	op staf in podium	TRUE																													Cayman yacare	Yacarekaaiman	Draadbaan	03.09.2	TRUE															
RMNH.RENA.48695	Ontmoeting	802.L.001.005.02 Laag 2 - Berg / vogels	Python regius	koningspython	Draadbaan	Draadbaan	10.04.3		TRUE						Python regius	koningspython	Draadbaan	10.04.3	TRUE																																						
RMNH.RENA.48705	Verleiding	803.S.005.C1 Nooit genoeg	Lacerta agilis	Zandhagedis	Draadbaan		06.13.2		TRUE											Lacerta agilis	Zandhagedis		06.13.2	TRUE																																	
RMNH.RENA.48706	Dood	808.P.005	Pelophylax klepton esculentus	Middelste groene kikker	Toren	Toren	19L	los plaatsen	FALSE																													Pelophylax klepton esculentus	Middelste groene kikker	Toren	19L	FALSE															
RMNH.RENA.48707	Verleiding	803.N.005.C3 Niemand!	Chelonia mydas	(groene) zeeschildpad	Toren		TOREN		FALSE											Chelonia mydas	(groene) zeeschildpad		TOREN	FALSE																																	
RMNH.RENA.48708	Dood	808.P.013	Lissotriton vulgaris	Diverse potten dieren op alcohol: Salamander met ingewanden eruit.	Biopartner	Biopartner	19L	los plaatsen	FALSE																													Lissotriton vulgaris	Diverse potten dieren op alcohol: Salamander met ingewanden eruit.	Biopartner	19L	FALSE															
RMNH.RENA.48710	Verleiding	803.N.007.C3 Etagere 3	Anura spec.	Kikkerdril 	Biopartner		Biopartner		FALSE											Anura spec.	Kikkerdril 		Biopartner	FALSE																																	
RMNH.RENA.48711	Verleiding	803.N.003.C Feesttaart	Pelophylax spec.	Groene kikker	Biopartner		BIOPARTNER		FALSE											Pelophylax spec.	Groene kikker		BIOPARTNER	FALSE																																	
RMNH.RENA.48712	Verleiding	803.N.003.C Feesttaart	Pelophylax spec.	Groene kikker	Biopartner		BIOPARTNER		FALSE											Pelophylax spec.	Groene kikker		BIOPARTNER	FALSE																																	
RMNH.RENA.48743	Verleiding	803.N.003.C Feesttaart	Gekko gecko	Gekko	Toren		TOREN		FALSE											Gekko gecko	Gekko		TOREN	FALSE																																	
RMNH.RENA.48759	Verleiding	803.N.005.C2 Mamma’s	Caiman crocodilus	Bril- of gewone kaaiman	Draadbaan		06.02.2		FALSE											Caiman crocodilus	Bril- of gewone kaaiman		06.02.2	FALSE																																	
RMNH.RENA.48760	Verleiding	803.S.005.C1 Nooit genoeg	Anguis fragilis	Hazelworm	Draadbaan		06.13.2		TRUE											Anguis fragilis	Hazelworm		06.13.2	TRUE																																	
RMNH.RENA.48761	Verleiding	803.S.005.C1 Nooit genoeg	Anguis fragilis	Hazelworm	Draadbaan		06.13.2		TRUE											Anguis fragilis	Hazelworm		06.13.2	TRUE																																	
RMNH.RENA.48762	Ontmoeting	802.L.001.001.04 Kikkers ea	Dendrobates tinctorius	Verfgifkikker (afgietsel)	Draadbaan	Draadbaan	12.13.1		TRUE						Dendrobates tinctorius	Verfgifkikker (afgietsel)	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48763	LiveScience	tba	Varanus komodoensis	Komodo nep	Draadbaan	Draadbaan	3L		FALSE	Varanus komodoensis	Komodo nep	Draadbaan	3L	FALSE																																											
RMNH.RENA.48764	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Coronella austriaca	Gladde slang	Draadbaan	Draadbaan	12.09.2		TRUE						Coronella austriaca	Gladde slang	Draadbaan	12.09.2	TRUE																																						
RMNH.RENA.48765	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Desert horned lizard	Padhagedis	Draadbaan	Draadbaan	12.09.2		TRUE						Desert horned lizard	Padhagedis	Draadbaan	12.09.2	TRUE																																						
RMNH.RENA.48766	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Cyclura cornuta	Neushoornleguaan	Draadbaan	Draadbaan	12.09.2		TRUE						Cyclura cornuta	Neushoornleguaan	Draadbaan	12.09.2	TRUE																																						
RMNH.RENA.48767	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Cyclura spec.	Ringstaartleguaan	Draadbaan	Draadbaan	12.09.2		TRUE						Cyclura spec.	Ringstaartleguaan	Draadbaan	12.09.2	TRUE																																						
RMNH.RENA.48768	Ontmoeting	802.L.001.002.01 Laag 2 - Rond de waterplaats 1	Rana esculenta	Groene kikker (model)	Draadbaan	Draadbaan	12.12.1		TRUE						Rana esculenta	Groene kikker (model)	Draadbaan	12.12.1	TRUE																																						
RMNH.RENA.48769	Ontmoeting	802.L.001.002.01 Laag 2 - Rond de waterplaats 1	Rana esculenta	Groene kikker (model)	Draadbaan	Draadbaan	12.12.1		TRUE						Rana esculenta	Groene kikker (model)	Draadbaan	12.12.1	TRUE																																						
RMNH.RENA.48770	Verleiding	803.V.001.C Etalage Geur	Triturus vulgaris	Kleine watersalamander	Draadbaan		06.04.2		TRUE											Triturus vulgaris	Kleine watersalamander		06.04.2	TRUE																																	
RMNH.RENA.48771	Ontmoeting	802.L.001.001.04 Kikkers ea	Rana esculenta	Groene kikker	Draadbaan	Draadbaan	12.13.1		TRUE						Rana esculenta	Groene kikker	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48772	Ontmoeting	802.L.001.001.04 Kikkers ea	Rana spec.	Kikker	Draadbaan	Draadbaan	12.13.1		TRUE						Rana spec.	Kikker	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48773	Ontmoeting	802.L.001.001.04 Kikkers ea	Rana spec	Kikker	Draadbaan	Draadbaan	12.13.1		TRUE						Rana spec	Kikker	Draadbaan	12.13.1	TRUE																																						
RMNH.RENA.48774	Ontmoeting	802.L.001.006.02 Laag 2 - Berg / vogels	Zootoca vivipara	Levendbarende hagedis	Draadbaan	Draadbaan	10.08.3		TRUE						Zootoca vivipara	Levendbarende hagedis	Draadbaan	10.08.3	TRUE																																						
RMNH.RENA.48775	Ontmoeting	802.L.001.005.02 Laag 2 - Berg / vogels	Cerastes cerastes	Hoornadder	Draadbaan	Draadbaan	10.05.2		TRUE						Cerastes cerastes	Hoornadder	Draadbaan	10.05.2	TRUE																																						
RMNH.RENA.48776	Dood	808.G.35	Vipera berus	Adder	Museum	Draadbaan	03.12.2	vastschroeven op podium	TRUE																													Vipera berus	Adder	Draadbaan	03.12.2	TRUE															
RMNH.RENA.48777	Verleiding	803.V.005.C Etalage Vechten	Hypsiboas rosenbergi	Rosenbergs boomkikker (gladiator frog)	Extern		EXTERN		FALSE											Hypsiboas rosenbergi	Rosenbergs boomkikker (gladiator frog)		EXTERN	FALSE																																	
RMNH.RENA.48778	Verleiding	803.V.005.C Etalage Vechten	Hypsiboas rosenbergi	Rosenbergs boomkikker (gladiator frog)	Extern		EXTERN		FALSE											Hypsiboas rosenbergi	Rosenbergs boomkikker (gladiator frog)		EXTERN	FALSE																																	
RMNH.RENA.48779	Verleiding	803.N.007.C3 Etagere 3	Bufonidae spec.	Padden eieren	Onbekend				FALSE											Bufonidae spec.	Padden eieren			FALSE																																	
RMNH.RENA.48780	Verleiding	803.N.006.C2 Waternesten	Chelonia mydas	Schildpadden nest met schildpad en eieren	Draadbaan		05.10.2		FALSE											Chelonia mydas	Schildpadden nest met schildpad en eieren		05.10.2	FALSE																																	
RMNH.RENA.48781	Verleiding	803.N.003.C Feesttaart	Gekko gecko	Gekko	Toren		TOREN		FALSE											Gekko gecko	Gekko		TOREN	FALSE																																	
RMNH.RENA.48782	Verleiding	803.V.005.C Etalage Vechten	Trioceros jacksonii	Oostafrikaanse driehoornkameleon	Toren		TOREN		FALSE											Trioceros jacksonii	Oostafrikaanse driehoornkameleon		TOREN	FALSE																																	
RMNH.RENA.48783	Verleiding	803.N.005.C3 Niemand!	Chelonia mydas	(groene) zeeschildpad	Toren		TOREN		FALSE											Chelonia mydas	(groene) zeeschildpad		TOREN	FALSE																																	
RMNH.RENA.48784	Verleiding	803.N.005.C3 Niemand!	Chelonia mydas	(groene) zeeschildpad	Toren		TOREN		FALSE											Chelonia mydas	(groene) zeeschildpad		TOREN	FALSE																																	
RMNH.RENA.48786	LiveScience	tba	Bitis gabonica	Gabonadder	Biopartner		BIOPARTNER, BP.31.92		FALSE	Bitis gabonica	Gabonadder		BIOPARTNER, BP.31.92	FALSE																																											
RMNH.RENA.48787	Verleiding	803.N.003.C Feesttaart	Trachemys scripta troosti	Geelwangschildpad	Vondellaan		Vondellaan		FALSE											Trachemys scripta troosti	Geelwangschildpad		Vondellaan	FALSE																																	
RMNH.RENA.48788	Verleiding	803.N.003.C Feesttaart	Trachemys scripta troosti	Geelwangschildpad	Vondellaan		Vondellaan		FALSE											Trachemys scripta troosti	Geelwangschildpad		Vondellaan	FALSE																																	
RMNH.RENA.48789	Verleiding	803.N.003.C Feesttaart	Mauremys reevesii 	Chinese driekielschildpad	Vondellaan		Vondellaan		FALSE											Mauremys reevesii 	Chinese driekielschildpad		Vondellaan	FALSE																																	
RMNH.RENA.48790	LiveScience	tba	Crocodylus porosus	Krokodil skin with skull 	Draadbaan	Draadbaan	L21		FALSE	Crocodylus porosus	Krokodil skin with skull 	Draadbaan	L21	FALSE																																											
RMNH.RENA.48791	LiveScience	tba	Python molurus	Tijgerpython 	Toren	Toren	19L, op kar in depot		FALSE	Python molurus	Tijgerpython 	Toren	19L, op kar in depot	FALSE																																											
RMNH.RENA.48792	LiveScience	tba	Uromastyx hardwickii	Indische doornstaartagame	Toren	Toren	19L, op kar in depot		FALSE	Uromastyx hardwickii	Indische doornstaartagame	Toren	19L, op kar in depot	FALSE																																											
RMNH.RENA.48793	LiveScience	tba	Corallus caninus	Groene hondskopboa	Toren	Toren	19L, op kar in depot		FALSE	Corallus caninus	Groene hondskopboa	Toren	19L, op kar in depot	FALSE																																											
RMNH.RENA.48794	LiveScience	tba	Phyllomedusa bicolor	Reuzemakikikker	Toren	Toren	19L, op kar in depot		FALSE	Phyllomedusa bicolor	Reuzemakikikker	Toren	19L, op kar in depot	FALSE																																											
RMNH.RENA.48797	Verleiding	803.N.003.C Feesttaart	Chelonia mydas	Baby schildpad	Toren		TOREN		FALSE											Chelonia mydas	Baby schildpad		TOREN	FALSE																																	
RMNH.RENA.48798	Verleiding	803.N.003.C Feesttaart	Chelonia mydas	Baby schildpad	Toren		TOREN		FALSE											Chelonia mydas	Baby schildpad		TOREN	FALSE																																	
RMNH.RENA.6997	LiveScience	tba	Chelonia mydas	Soepschildpad	Draadbaan	Draadbaan	R5		FALSE	Chelonia mydas	Soepschildpad	Draadbaan	R5	FALSE																																											
RMNH.SCO.1006	Verleiding	803.V.003.C Etalage Dans	Pandinoides cavimanus (Pocock, 1888)	roodklauwschorpioen	Draadbaan		06.06.3		TRUE											Pandinoides cavimanus (Pocock, 1888)	roodklauwschorpioen		06.06.3	TRUE																																	
RMNH.SCO.1007	Verleiding	803.V.003.C Etalage Dans	Pandinoides cavimanus (Pocock, 1888)	roodklauwschorpioen	Draadbaan		06.06.3		TRUE											Pandinoides cavimanus (Pocock, 1888)	roodklauwschorpioen		06.06.3	TRUE																																	
RMNH.VER.1772	Verleiding	803.S.004.C Man én vrouw	Lumbricus terrestis	regenworm	Toren		TOREN: DW.1 R		FALSE											Lumbricus terrestis	regenworm		TOREN: DW.1 R	FALSE																																	
RMNH.VER.1773	Verleiding	803.S.004.C Man én vrouw	Lumbricus terrestis	regenworm	Toren		TOREN: DW.1 R		FALSE											Lumbricus terrestis	regenworm		TOREN: DW.1 R	FALSE																																	
RMNH.VER.1774	Verleiding	803.S.004.C Man én vrouw	Lumbricus terrestis	regenworm	Toren		TOREN: DW.1 R		FALSE											Lumbricus terrestis	regenworm		TOREN: DW.1 R	FALSE																																	
RMNH.VER.1775	Verleiding	803.S.004.C Man én vrouw	Lumbricus terrestis	regenworm	Toren		TOREN: DW.1 R		FALSE											Lumbricus terrestis	regenworm		TOREN: DW.1 R	FALSE																																	
RMNH.VER.1776	Verleiding	803.S.004.C Man én vrouw	Lumbricus terrestis	regenworm	Toren		TOREN: DW.1 R		FALSE											Lumbricus terrestis	regenworm		TOREN: DW.1 R	FALSE																																	
RMNH.VER.1777	Verleiding	803.S.004.C Man én vrouw	Lumbricus terrestis	regenworm	Toren		TOREN: DW.1 R		FALSE											Lumbricus terrestis	regenworm		TOREN: DW.1 R	FALSE																																	
RMNH.VER.19917	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Serpula vermicularis	Kokerworm	Draadbaan	Draadbaan	11.03.2		FALSE						Serpula vermicularis	Kokerworm	Draadbaan	11.03.2	FALSE																																						
RMNH.VER.19919	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Sabella crassicornis	Kokerworm	Draadbaan	Draadbaan	11.03.2		FALSE						Sabella crassicornis	Kokerworm	Draadbaan	11.03.2	FALSE																																						
RMNH.VER.2025	Verleiding	803.S.006.C Isabella doet het	Lumbricus terrestis	Regenworm	Toren		TOREN DW.E.1.016.093.002		FALSE											Lumbricus terrestis	Regenworm		TOREN DW.E.1.016.093.002	FALSE																																	
RMNH.XIP.57	Ontmoeting	802.W.003 LOPEN OVER DE ZEEBODEM	Limulus polyphemus	Degenkrab	Draadbaan	Draadbaan	11.02.2		TRUE						Limulus polyphemus	Degenkrab	Draadbaan	11.02.2	TRUE																																						
RMNH.XIP.59	Ontmoeting	802.W.003 LOPEN OVER DE ZEEBODEM	Limulus polyphemus	Degenkrab	Draadbaan	Draadbaan	11.02.2		TRUE						Limulus polyphemus	Degenkrab	Draadbaan	11.02.2	TRUE																																						
tba.801.001	LiveScience	tba	Pristis sp.	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst		FALSE	Pristis sp.	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																																											
tba.801.002	LiveScience	tba	Pristis sp.	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst		FALSE	Pristis sp.	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																																											
tba.801.003	LiveScience	tba	Pristis sp.	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst		FALSE	Pristis sp.	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																																											
tba.801.004	LiveScience	tba	tba	2 kaketoes	Draadbaan	Draadbaan	vide		FALSE	tba	2 kaketoes	Draadbaan	vide	FALSE																																											
tba.801.005	LiveScience	tba	tba	baby geit	Draadbaan	Draadbaan	vide		FALSE	tba	baby geit	Draadbaan	vide	FALSE																																											
tba.801.006	LiveScience	tba	tba	krokodil schedel	Draadbaan	Draadbaan	vide		FALSE	tba	krokodil schedel	Draadbaan	vide	FALSE																																											
